0.000000,K_
0.334000,__
0.167000,__
0.042000,__
0.083000,__
0.125000,__
0.209000,__
0.250000,__
0.292000,__
0.792000,__
0.584000,__
0.375000,__
0.417000,__
0.459000,__
0.501000,__
0.542000,__
0.626000,__
0.667000,__
0.709000,__
0.751000,__
1.043000,__
0.918000,__
0.834000,__
0.876000,__
0.959000,__
1.001000,__
1.210000,__
1.126000,__
1.084000,__
1.168000,__
1.251000,K_
1.293000,__
1.543000,__
1.418000,__
1.335000,__
1.376000,__
1.460000,__
1.502000,__
2.002000,__
1.793000,__
1.585000,__
1.627000,__
1.668000,__
1.710000,__
1.752000,__
1.835000,__
1.877000,__
1.919000,__
1.960000,__
2.294000,__
2.169000,__
2.044000,__
2.085000,__
2.127000,__
2.211000,__
2.252000,__
2.419000,__
2.377000,__
2.336000,__
2.794000,__
2.628000,__
2.461000,__
2.503000,__
2.544000,__
2.586000,__
2.669000,__
2.711000,__
2.753000,__
3.170000,__
3.003000,__
2.836000,__
2.878000,__
2.920000,__
2.961000,__
3.045000,__
3.086000,__
3.128000,__
3.545000,__
3.378000,__
3.212000,__
3.253000,__
3.295000,__
3.337000,__
3.420000,__
3.462000,__
3.504000,__
4.004000,__
3.795000,__
3.587000,__
3.629000,__
3.670000,__
3.712000,__
3.754000,__
3.837000,__
3.879000,__
3.921000,__
3.962000,__
4.296000,__
4.171000,__
4.046000,__
4.087000,__
4.129000,__
4.213000,__
4.254000,__
4.671000,__
4.505000,__
4.338000,__
4.379000,__
4.421000,__
4.463000,__
4.546000,__
4.588000,__
4.630000,__
4.963000,__
4.838000,__
4.713000,__
4.755000,__
4.796000,__
4.880000,__
4.922000,__
5.172000,__
5.088000,__
5.005000,__
5.047000,__
5.130000,__
5.380000,__
5.297000,__
5.214000,__
5.255000,__
5.339000,__
5.506000,__
5.464000,__
5.422000,__
5.797000,__
5.672000,__
5.547000,__
5.589000,__
5.631000,__
5.714000,__
5.756000,__
6.048000,__
5.923000,__
5.839000,__
5.881000,__
5.964000,__
6.006000,__
6.381000,__
6.215000,__
6.089000,__
6.131000,__
6.173000,__
6.256000,__
6.298000,__
6.340000,__
6.673000,__
6.548000,__
6.423000,__
6.465000,__
6.507000,__
6.590000,__
6.632000,__
6.924000,__
6.798000,__
6.715000,__
6.757000,__
6.840000,__
6.882000,__
7.174000,__
7.049000,__
6.965000,__
7.007000,__
7.090000,__
7.132000,__
7.424000,__
7.299000,__
7.216000,__
7.257000,__
7.341000,__
7.382000,__
7.883000,__
7.674000,__
7.466000,__
7.508000,__
7.549000,__
7.591000,__
7.633000,__
7.716000,__
7.758000,__
7.799000,__
7.841000,__
8.217000,__
8.050000,__
7.925000,__
7.966000,__
8.008000,__
8.091000,__
8.133000,__
8.175000,__
8.550000,__
8.383000,__
8.258000,__
8.300000,__
8.342000,__
8.425000,__
8.467000,__
8.509000,__
8.800000,__
8.675000,__
8.592000,__
8.634000,__
8.717000,__
8.759000,__
9.051000,__
8.926000,__
8.842000,__
8.884000,__
8.967000,__
9.009000,__
9.259000,__
9.176000,__
9.092000,__
9.134000,__
9.218000,__
9.593000,__
9.426000,__
9.301000,__
9.343000,__
9.384000,__
9.468000,__
9.510000,__
9.551000,__
10.052000,__
9.843000,__
9.635000,__
9.676000,__
9.718000,__
9.760000,__
9.801000,__
9.885000,__
9.927000,__
9.968000,__
10.010000,__
10.177000,__
10.135000,__
10.093000,__
10.385000,__
10.302000,__
10.219000,__
10.260000,__
10.344000,__
10.636000,__
10.511000,__
10.427000,__
10.469000,__
10.552000,__
10.594000,__
11.053000,__
10.844000,__
10.677000,__
10.719000,__
10.761000,__
10.802000,__
10.886000,__
10.928000,__
10.969000,__
11.011000,__
11.220000,__
11.136000,__
11.094000,__
11.178000,__
11.678000,__
11.470000,__
11.261000,__
11.303000,__
11.345000,__
11.386000,__
11.428000,__
11.512000,__
11.553000,__
11.595000,__
11.637000,__
11.887000,__
11.803000,__
11.720000,__
11.762000,__
11.845000,__
12.054000,__
11.970000,__
11.929000,__
12.012000,__
12.513000,__
12.304000,__
12.095000,__
12.137000,__
12.179000,__
12.221000,__
12.262000,__
12.346000,__
12.387000,__
12.429000,__
12.471000,__
12.763000,__
12.638000,__
12.554000,__
12.596000,__
12.679000,__
12.721000,__
13.138000,__
12.971000,__
12.804000,__
12.846000,__
12.888000,__
12.930000,__
13.013000,__
13.055000,__
13.096000,__
13.388000,__
13.263000,__
13.180000,__
13.222000,__
13.305000,__
13.347000,__
13.597000,__
13.514000,__
13.430000,__
13.472000,__
13.555000,__
13.847000,__
13.722000,__
13.639000,__
13.680000,__
13.764000,__
13.805000,__
14.306000,__
14.097000,__
13.889000,__
13.931000,__
13.972000,__
14.014000,__
14.056000,__
14.139000,__
14.181000,__
14.223000,__
14.264000,__
14.473000,__
14.389000,__
14.348000,__
14.431000,__
14.890000,__
14.681000,__
14.515000,__
14.556000,__
14.598000,__
14.640000,__
14.723000,__
14.765000,__
14.806000,__
14.848000,__
15.140000,__
15.015000,__
14.932000,__
14.973000,__
15.057000,__
15.098000,__
15.557000,__
15.349000,__
15.182000,__
15.224000,__
15.265000,__
15.307000,__
15.390000,__
15.432000,__
15.474000,__
15.516000,__
15.766000,__
15.682000,__
15.599000,__
15.641000,__
15.724000,__
16.016000,__
15.891000,__
15.807000,__
15.849000,__
15.933000,__
15.974000,__
16.391000,__
16.225000,__
16.058000,__
16.099000,__
16.141000,__
16.183000,__
16.266000,__
16.308000,__
16.350000,__
16.767000,__
16.600000,__
16.433000,__
16.475000,__
16.517000,__
16.558000,__
16.642000,__
16.683000,__
16.725000,__
17.142000,__
16.975000,__
16.808000,__
16.850000,__
16.892000,__
16.934000,__
17.017000,__
17.059000,__
17.100000,__
17.351000,__
17.267000,__
17.184000,__
17.226000,__
17.309000,__
17.643000,__
17.518000,__
17.392000,__
17.434000,__
17.476000,__
17.559000,__
17.601000,__
18.018000,__
17.851000,__
17.684000,__
17.726000,__
17.768000,__
17.809000,__
17.893000,__
17.935000,__
17.976000,__
18.310000,__
18.185000,__
18.060000,__
18.101000,__
18.143000,__
18.227000,__
18.268000,__
18.393000,__
18.352000,__
18.519000,__
18.477000,__
18.435000,__
18.644000,__
18.602000,__
18.560000,__
18.769000,__
18.727000,__
18.685000,__
18.894000,__
18.852000,__
18.810000,__
19.144000,__
19.019000,__
18.936000,__
18.977000,__
19.061000,__
19.102000,__
19.311000,__
19.228000,__
19.186000,__
19.269000,__
19.520000,__
19.436000,__
19.353000,__
19.394000,__
19.478000,__
19.770000,__
19.645000,__
19.561000,__
19.603000,__
19.686000,__
19.728000,__
20.103000,__
19.937000,__
19.811000,__
19.853000,__
19.895000,__
19.978000,__
20.020000,__
20.062000,__
20.395000,__
20.270000,__
20.145000,__
20.187000,__
20.229000,__
20.312000,__
20.354000,__
20.604000,__
20.521000,__
20.437000,__
20.479000,__
20.562000,__
20.771000,__
20.687000,__
20.646000,__
20.729000,__
21.021000,__
20.896000,__
20.812000,__
20.854000,__
20.938000,__
20.979000,__
21.230000,__
21.146000,__
21.063000,__
21.104000,__
21.188000,__
21.396000,__
21.313000,__
21.271000,__
21.355000,__
21.647000,__
21.522000,__
21.438000,__
21.480000,__
21.563000,__
21.605000,__
21.813000,__
21.730000,__
21.688000,__
21.772000,__
21.980000,__
21.897000,__
21.855000,__
21.939000,__
22.147000,__
22.064000,__
22.022000,__
22.105000,__
22.356000,__
22.272000,__
22.189000,__
22.231000,__
22.314000,__
22.606000,__
22.481000,__
22.397000,__
22.439000,__
22.523000,__
22.564000,__
22.773000,__
22.689000,__
22.648000,__
22.731000,__
22.981000,__
22.898000,__
22.814000,__
22.856000,__
22.940000,__
23.190000,__
23.106000,__
23.023000,__
23.065000,__
23.148000,__
23.273000,__
23.232000,__
23.690000,__
23.482000,__
23.315000,__
23.357000,__
23.398000,__
23.440000,__
23.524000,__
23.565000,__
23.607000,__
23.649000,__
23.857000,__
23.774000,__
23.732000,__
23.815000,__
24.107000,__
23.982000,__
23.899000,__
23.941000,__
24.024000,__
24.066000,__
24.358000,__
24.233000,__
24.149000,__
24.191000,__
24.274000,__
24.316000,__
24.525000,__
24.441000,__
24.399000,__
24.483000,__
24.775000,__
24.650000,__
24.566000,__
24.608000,__
24.691000,__
24.733000,__
25.192000,__
24.983000,__
24.816000,__
24.858000,__
24.900000,__
24.942000,__
25.025000,__
25.067000,__
25.108000,__
25.150000,__
25.484000,__
25.359000,__
25.234000,__
25.275000,__
25.317000,__
25.400000,__
25.442000,__
25.776000,__
25.651000,__
25.526000,__
25.567000,__
25.609000,__
25.692000,__
25.734000,__
26.026000,__
25.901000,__
25.817000,__
25.859000,__
25.943000,__
25.984000,__
26.235000,__
26.151000,__
26.068000,__
26.109000,__
26.193000,__
26.401000,__
26.318000,__
26.276000,__
26.360000,__
26.693000,__
26.568000,__
26.443000,__
26.485000,__
26.527000,__
26.610000,__
26.652000,__
26.860000,__
26.777000,__
26.735000,__
26.818000,__
27.027000,__
26.944000,__
26.902000,__
26.985000,__
27.194000,__
27.110000,__
27.069000,__
27.152000,__
27.361000,__
27.277000,__
27.236000,__
27.319000,__
27.486000,__
27.444000,__
27.402000,__
27.653000,__
27.569000,__
27.528000,__
27.611000,__
27.903000,__
27.778000,__
27.694000,__
27.736000,__
27.819000,__
27.861000,__
28.111000,__
28.028000,__
27.945000,__
27.986000,__
28.070000,__
28.320000,__
28.237000,__
28.153000,__
28.195000,__
28.278000,__
28.529000,__
28.445000,__
28.362000,__
28.403000,__
28.487000,__
28.570000,__
28.612000,K_
28.695000,__
28.654000,__
28.862000,__
28.779000,__
28.737000,__
28.820000,__
29.238000,__
29.071000,__
28.904000,__
28.946000,__
28.987000,__
29.029000,__
29.112000,__
29.154000,__
29.196000,__
29.404000,__
29.321000,__
29.279000,__
29.363000,__
29.571000,__
29.488000,__
29.446000,__
29.530000,__
29.738000,__
29.655000,__
29.613000,__
29.696000,__
30.155000,__
29.947000,__
29.780000,__
29.821000,__
29.863000,__
29.905000,__
29.988000,__
30.030000,__
30.072000,__
30.113000,__
30.614000,__
30.405000,__
30.197000,__
30.239000,__
30.280000,__
30.322000,__
30.364000,__
30.447000,__
30.489000,__
30.531000,__
30.572000,__
31.031000,__
30.822000,__
30.656000,__
30.697000,__
30.739000,__
30.781000,__
30.864000,__
30.906000,__
30.948000,__
30.989000,__
31.240000,__
31.156000,__
31.073000,__
31.114000,__
31.198000,__
31.406000,__
31.323000,__
31.281000,__
31.365000,__
31.740000,__
31.573000,__
31.448000,__
31.490000,__
31.532000,__
31.615000,__
31.657000,__
31.698000,__
31.949000,__
31.865000,__
31.782000,__
31.823000,__
31.907000,__
32.157000,__
32.074000,__
31.990000,__
32.032000,__
32.115000,__
32.574000,__
32.366000,__
32.199000,__
32.241000,__
32.282000,__
32.324000,__
32.407000,__
32.449000,__
32.491000,__
32.533000,__
32.866000,__
32.741000,__
32.616000,__
32.658000,__
32.699000,__
32.783000,__
32.824000,__
33.116000,__
32.991000,__
32.908000,__
32.950000,__
33.033000,__
33.075000,__
33.492000,__
33.325000,__
33.158000,__
33.200000,__
33.242000,__
33.283000,__
33.367000,__
33.408000,__
33.450000,__
33.909000,__
33.700000,__
33.534000,__
33.575000,__
33.617000,__
33.659000,__
33.742000,__
33.784000,__
33.825000,__
33.867000,__
34.159000,__
34.034000,__
33.951000,__
33.992000,__
34.076000,__
34.117000,__
34.326000,__
34.243000,__
34.201000,__
34.284000,__
34.576000,__
34.451000,__
34.368000,__
34.409000,__
34.493000,__
34.535000,__
34.952000,__
34.785000,__
34.618000,__
34.660000,__
34.701000,__
34.743000,__
34.826000,__
34.868000,__
34.910000,__
35.369000,__
35.160000,__
34.993000,__
35.035000,__
35.077000,__
35.118000,__
35.202000,__
35.244000,__
35.285000,__
35.327000,__
35.619000,__
35.494000,__
35.410000,__
35.452000,__
